"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	% of Total Deaths
	"Allegany County, NY"	"36003"	"2018"	"2018"	"Aug., 2018"	"2018/08"	38	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.004%
	"Allegany County, NY"	"36003"	"2018"	"2018"	"Sep., 2018"	"2018/09"	39	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.004%
	"Allegany County, NY"	"36003"	"2018"	"2018"	"Oct., 2018"	"2018/10"	41	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.004%
	"Allegany County, NY"	"36003"	"2018"	"2018"	"Nov., 2018"	"2018/11"	37	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.004%
	"Allegany County, NY"	"36003"	"2018"	"2018"	"Dec., 2018"	"2018/12"	41	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.004%
	"Bronx County, NY"	"36005"	"2013"	"2013"	"Jan., 2013"	"2013/01"	912	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.099%
	"Bronx County, NY"	"36005"	"2013"	"2013"	"Feb., 2013"	"2013/02"	809	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.088%
	"Bronx County, NY"	"36005"	"2013"	"2013"	"Mar., 2013"	"2013/03"	793	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.086%
	"Bronx County, NY"	"36005"	"2013"	"2013"	"Apr., 2013"	"2013/04"	759	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.082%
	"Bronx County, NY"	"36005"	"2013"	"2013"	"May, 2013"	"2013/05"	739	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.080%
	"Bronx County, NY"	"36005"	"2013"	"2013"	"Jun., 2013"	"2013/06"	700	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.076%
	"Bronx County, NY"	"36005"	"2013"	"2013"	"Jul., 2013"	"2013/07"	732	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.079%
	"Bronx County, NY"	"36005"	"2013"	"2013"	"Aug., 2013"	"2013/08"	740	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.080%
	"Bronx County, NY"	"36005"	"2013"	"2013"	"Sep., 2013"	"2013/09"	681	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.074%
	"Bronx County, NY"	"36005"	"2013"	"2013"	"Oct., 2013"	"2013/10"	784	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.085%
	"Bronx County, NY"	"36005"	"2013"	"2013"	"Nov., 2013"	"2013/11"	773	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.084%
	"Bronx County, NY"	"36005"	"2013"	"2013"	"Dec., 2013"	"2013/12"	852	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.092%
	"Bronx County, NY"	"36005"	"2014"	"2014"	"Jan., 2014"	"2014/01"	816	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.089%
	"Bronx County, NY"	"36005"	"2014"	"2014"	"Feb., 2014"	"2014/02"	792	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.086%
	"Bronx County, NY"	"36005"	"2014"	"2014"	"Mar., 2014"	"2014/03"	834	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.091%
	"Bronx County, NY"	"36005"	"2014"	"2014"	"Apr., 2014"	"2014/04"	754	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.082%
	"Bronx County, NY"	"36005"	"2014"	"2014"	"May, 2014"	"2014/05"	742	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.081%
	"Bronx County, NY"	"36005"	"2014"	"2014"	"Jun., 2014"	"2014/06"	675	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.073%
	"Bronx County, NY"	"36005"	"2014"	"2014"	"Jul., 2014"	"2014/07"	718	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.078%
	"Bronx County, NY"	"36005"	"2014"	"2014"	"Aug., 2014"	"2014/08"	724	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.079%
	"Bronx County, NY"	"36005"	"2014"	"2014"	"Sep., 2014"	"2014/09"	743	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.081%
	"Bronx County, NY"	"36005"	"2014"	"2014"	"Oct., 2014"	"2014/10"	751	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.082%
	"Bronx County, NY"	"36005"	"2014"	"2014"	"Nov., 2014"	"2014/11"	792	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.086%
	"Bronx County, NY"	"36005"	"2014"	"2014"	"Dec., 2014"	"2014/12"	820	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.089%
	"Bronx County, NY"	"36005"	"2015"	"2015"	"Jan., 2015"	"2015/01"	984	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.107%
	"Bronx County, NY"	"36005"	"2015"	"2015"	"Feb., 2015"	"2015/02"	794	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.086%
	"Bronx County, NY"	"36005"	"2015"	"2015"	"Mar., 2015"	"2015/03"	855	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.093%
	"Bronx County, NY"	"36005"	"2015"	"2015"	"Apr., 2015"	"2015/04"	757	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.082%
	"Bronx County, NY"	"36005"	"2015"	"2015"	"May, 2015"	"2015/05"	726	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.079%
	"Bronx County, NY"	"36005"	"2015"	"2015"	"Jun., 2015"	"2015/06"	692	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.075%
	"Bronx County, NY"	"36005"	"2015"	"2015"	"Jul., 2015"	"2015/07"	753	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.082%
	"Bronx County, NY"	"36005"	"2015"	"2015"	"Aug., 2015"	"2015/08"	779	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.085%
	"Bronx County, NY"	"36005"	"2015"	"2015"	"Sep., 2015"	"2015/09"	695	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.075%
	"Bronx County, NY"	"36005"	"2015"	"2015"	"Oct., 2015"	"2015/10"	797	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.086%
	"Bronx County, NY"	"36005"	"2015"	"2015"	"Nov., 2015"	"2015/11"	768	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.083%
	"Bronx County, NY"	"36005"	"2015"	"2015"	"Dec., 2015"	"2015/12"	801	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.087%
	"Bronx County, NY"	"36005"	"2016"	"2016"	"Jan., 2016"	"2016/01"	892	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.097%
	"Bronx County, NY"	"36005"	"2016"	"2016"	"Feb., 2016"	"2016/02"	843	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.091%
	"Bronx County, NY"	"36005"	"2016"	"2016"	"Mar., 2016"	"2016/03"	858	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.093%
	"Bronx County, NY"	"36005"	"2016"	"2016"	"Apr., 2016"	"2016/04"	748	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.081%
	"Bronx County, NY"	"36005"	"2016"	"2016"	"May, 2016"	"2016/05"	762	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.083%
	"Bronx County, NY"	"36005"	"2016"	"2016"	"Jun., 2016"	"2016/06"	703	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.076%
	"Bronx County, NY"	"36005"	"2016"	"2016"	"Jul., 2016"	"2016/07"	775	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.084%
	"Bronx County, NY"	"36005"	"2016"	"2016"	"Aug., 2016"	"2016/08"	801	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.087%
	"Bronx County, NY"	"36005"	"2016"	"2016"	"Sep., 2016"	"2016/09"	725	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.079%
	"Bronx County, NY"	"36005"	"2016"	"2016"	"Oct., 2016"	"2016/10"	807	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.088%
	"Bronx County, NY"	"36005"	"2016"	"2016"	"Nov., 2016"	"2016/11"	860	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.093%
	"Bronx County, NY"	"36005"	"2016"	"2016"	"Dec., 2016"	"2016/12"	896	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.097%
	"Bronx County, NY"	"36005"	"2017"	"2017"	"Jan., 2017"	"2017/01"	923	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.100%
	"Bronx County, NY"	"36005"	"2017"	"2017"	"Feb., 2017"	"2017/02"	743	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.081%
	"Bronx County, NY"	"36005"	"2017"	"2017"	"Mar., 2017"	"2017/03"	798	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.087%
	"Bronx County, NY"	"36005"	"2017"	"2017"	"Apr., 2017"	"2017/04"	763	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.083%
	"Bronx County, NY"	"36005"	"2017"	"2017"	"May, 2017"	"2017/05"	779	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.085%
	"Bronx County, NY"	"36005"	"2017"	"2017"	"Jun., 2017"	"2017/06"	720	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.078%
	"Bronx County, NY"	"36005"	"2017"	"2017"	"Jul., 2017"	"2017/07"	718	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.078%
	"Bronx County, NY"	"36005"	"2017"	"2017"	"Aug., 2017"	"2017/08"	769	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.083%
	"Bronx County, NY"	"36005"	"2017"	"2017"	"Sep., 2017"	"2017/09"	756	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.082%
	"Bronx County, NY"	"36005"	"2017"	"2017"	"Oct., 2017"	"2017/10"	800	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.087%
	"Bronx County, NY"	"36005"	"2017"	"2017"	"Nov., 2017"	"2017/11"	790	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.086%
	"Bronx County, NY"	"36005"	"2017"	"2017"	"Dec., 2017"	"2017/12"	922	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.100%
	"Bronx County, NY"	"36005"	"2018"	"2018"	"Jan., 2018"	"2018/01"	993	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.108%
	"Bronx County, NY"	"36005"	"2018"	"2018"	"Feb., 2018"	"2018/02"	832	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.090%
	"Bronx County, NY"	"36005"	"2018"	"2018"	"Mar., 2018"	"2018/03"	838	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.091%
	"Bronx County, NY"	"36005"	"2018"	"2018"	"Apr., 2018"	"2018/04"	836	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.091%
	"Bronx County, NY"	"36005"	"2018"	"2018"	"May, 2018"	"2018/05"	760	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.082%
	"Bronx County, NY"	"36005"	"2018"	"2018"	"Jun., 2018"	"2018/06"	715	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.078%
	"Bronx County, NY"	"36005"	"2018"	"2018"	"Jul., 2018"	"2018/07"	777	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.084%
	"Bronx County, NY"	"36005"	"2018"	"2018"	"Aug., 2018"	"2018/08"	793	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.086%
	"Bronx County, NY"	"36005"	"2018"	"2018"	"Sep., 2018"	"2018/09"	733	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.080%
	"Bronx County, NY"	"36005"	"2018"	"2018"	"Oct., 2018"	"2018/10"	877	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.095%
	"Bronx County, NY"	"36005"	"2018"	"2018"	"Nov., 2018"	"2018/11"	815	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.088%
	"Bronx County, NY"	"36005"	"2018"	"2018"	"Dec., 2018"	"2018/12"	816	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.089%
	"Broome County, NY"	"36007"	"2013"	"2013"	"Jan., 2013"	"2013/01"	232	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.025%
	"Broome County, NY"	"36007"	"2013"	"2013"	"Feb., 2013"	"2013/02"	154	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.017%
	"Broome County, NY"	"36007"	"2013"	"2013"	"Mar., 2013"	"2013/03"	181	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.020%
	"Broome County, NY"	"36007"	"2013"	"2013"	"Apr., 2013"	"2013/04"	174	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.019%
	"Broome County, NY"	"36007"	"2013"	"2013"	"May, 2013"	"2013/05"	177	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.019%
	"Broome County, NY"	"36007"	"2013"	"2013"	"Jun., 2013"	"2013/06"	167	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.018%
	"Broome County, NY"	"36007"	"2013"	"2013"	"Jul., 2013"	"2013/07"	176	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.019%
	"Broome County, NY"	"36007"	"2013"	"2013"	"Aug., 2013"	"2013/08"	172	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.019%
	"Broome County, NY"	"36007"	"2013"	"2013"	"Sep., 2013"	"2013/09"	163	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.018%
	"Broome County, NY"	"36007"	"2013"	"2013"	"Oct., 2013"	"2013/10"	193	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.021%
	"Broome County, NY"	"36007"	"2013"	"2013"	"Nov., 2013"	"2013/11"	175	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.019%
	"Broome County, NY"	"36007"	"2013"	"2013"	"Dec., 2013"	"2013/12"	186	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.020%
	"Broome County, NY"	"36007"	"2014"	"2014"	"Jan., 2014"	"2014/01"	183	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.020%
	"Broome County, NY"	"36007"	"2014"	"2014"	"Feb., 2014"	"2014/02"	168	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.018%
	"Broome County, NY"	"36007"	"2014"	"2014"	"Mar., 2014"	"2014/03"	182	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.020%
	"Broome County, NY"	"36007"	"2014"	"2014"	"Apr., 2014"	"2014/04"	191	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.021%
	"Broome County, NY"	"36007"	"2014"	"2014"	"May, 2014"	"2014/05"	169	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.018%
	"Broome County, NY"	"36007"	"2014"	"2014"	"Jun., 2014"	"2014/06"	154	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.017%
	"Broome County, NY"	"36007"	"2014"	"2014"	"Jul., 2014"	"2014/07"	147	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.016%
	"Broome County, NY"	"36007"	"2014"	"2014"	"Aug., 2014"	"2014/08"	166	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.018%
	"Broome County, NY"	"36007"	"2014"	"2014"	"Sep., 2014"	"2014/09"	141	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.015%
	"Broome County, NY"	"36007"	"2014"	"2014"	"Oct., 2014"	"2014/10"	202	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.022%
	"Broome County, NY"	"36007"	"2014"	"2014"	"Nov., 2014"	"2014/11"	183	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.020%
	"Broome County, NY"	"36007"	"2014"	"2014"	"Dec., 2014"	"2014/12"	177	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.019%
	"Broome County, NY"	"36007"	"2015"	"2015"	"Jan., 2015"	"2015/01"	198	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.021%
	"Broome County, NY"	"36007"	"2015"	"2015"	"Feb., 2015"	"2015/02"	220	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.024%
	"Broome County, NY"	"36007"	"2015"	"2015"	"Mar., 2015"	"2015/03"	216	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.023%
	"Broome County, NY"	"36007"	"2015"	"2015"	"Apr., 2015"	"2015/04"	179	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.019%
	"Broome County, NY"	"36007"	"2015"	"2015"	"May, 2015"	"2015/05"	187	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.020%
